"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","ING","REC","CAR","SEC","I_HOGAR"
"537","7788654","1","1","1",1,0,0,1,1866666.6667
"538","7788655","1","1","1",2,0,0,1,1450000
"539","7788656","1","1","1",2,0,0,1,1002500
"540","7788657","1","1","1",1,0,0,0,597666.66667
"541","7788658","1","1","1",2,0,0,1,9e+05
"542","7788659","1","1","1",2,0,0,1,1283333.3333
"543","7788660","1","1","1",2,0,0,1,1800000
"544","7788661","1","1","1",1,0,0,0,850000
"545","7788662","1","1","1",2,0,0,1,1536000
"546","7788663","1","1","1",2,0,0,1,1334166.6667
"547","7788664","1","1","1",1,0,0,1,1e+06
"548","7788665","1","1","1",2,0,0,1,4492500
"549","7788666","1","1","1",2,0,0,0,1077500
"550","7788668","1","1","1",1,0,0,1,241666.66667
"551","7788669","1","1","1",1,0,0,1,1383333.3333
"552","7788670","1","1","1",2,0,0,0,3330833.3333
"553","7788671","1","1","1",1,0,0,1,1467500
"554","7788672","1","1","1",2,0,0,1,1450000
"555","7788673","1","1","1",1,0,0,1,2275000
"556","7788674","1","1","1",1,0,0,0,690000
"557","7788675","1","1","1",1,0,0,1,1927500
"558","7788676","1","1","1",1,0,0,1,4318565.75
"559","7788677","1","1","1",2,0,0,1,2473333.3333
"560","7788678","1","1","1",2,0,0,0,1400000
"561","7788679","1","1","1",1,0,0,1,1287500
"562","7788680","1","1","1",2,0,0,1,1016666.6667
"563","7788681","1","1","1",2,0,1,1,8e+05
"564","7788682","1","1","1",2,1,0,1,1430000
"565","7788683","1","1","1",1,1,0,1,2100000
"566","7788684","1","1","1",2,0,0,1,1255000
"567","7788685","1","1","1",1,0,0,1,412916.66667
"568","7788686","1","1","1",1,1,0,1,1950000
"569","7788688","1","1","1",2,0,1,0,8e+05
"570","7788689","1","1","1",1,1,0,0,125000
"571","7788690","1","1","1",3,0,0,1,990000
"572","7788691","1","1","1",1,0,0,1,1877500
"573","7788692","1","1","1",1,0,0,1,2466666.6667
"574","7788693","1","1","1",1,0,0,1,2583333.3333
"575","7788694","1","1","1",1,0,0,1,5e+05
"576","7788695","1","1","1",2,0,0,1,483333.33333
"577","7788696","1","1","1",2,1,0,1,70000
"578","7788698","1","1","1",2,0,0,0,1496000
"579","7788699","1","1","1",2,0,1,1,1545833.3333
"580","7788700","1","1","1",2,0,0,1,790000
"581","7788701","1","1","1",1,0,0,0,110000
"582","7788703","1","1","1",1,0,0,0,2225000
"583","7788704","1","1","1",1,0,0,0,5e+05
"584","7788705","1","1","1",2,0,0,0,1200000
"585","7788706","1","1","1",3,0,0,0,25985000
"586","7788707","1","1","1",1,0,0,1,1420000
"587","7788711","1","1","1",3,0,1,1,5e+06
"588","7788712","1","1","1",1,0,0,1,1030000
"589","7788713","1","1","1",2,0,0,1,9e+05
"590","7788714","1","1","1",2,0,0,1,1500000
"591","7788715","1","1","1",2,0,0,1,1878333.3333
"592","7788717","1","1","1",2,1,0,1,1800000
"593","7788721","1","1","1",1,0,0,0,1591666.6667
"594","7788723","1","1","1",1,0,0,1,1146666.6667
"595","7788724","1","1","1",2,0,0,1,1200000
"596","7788725","1","1","1",2,0,0,1,2793333.3333
"597","7788727","1","1","1",2,0,1,0,5350000
"598","7788728","1","1","1",2,0,0,1,1445333.3333
"599","7788729","1","1","1",2,0,0,1,2640000
"600","7788732","1","1","1",1,0,0,1,1867666.6667
"601","7788733","1","1","1",1,0,0,1,1250000
"602","7788735","1","1","1",2,0,0,1,913333.33333
"603","7788736","1","1","1",2,0,0,1,22830000
"604","7788737","1","1","1",1,0,0,1,725000
"605","7788740","1","1","1",1,0,0,1,7e+05
"606","7788741","1","1","1",2,0,0,1,3580000
"607","7788743","1","1","1",2,0,0,0,1282500
"608","7788744","1","1","1",1,0,0,1,425000
"609","7788745","1","1","1",1,1,0,1,3571505.3333
"610","7788746","1","1","1",1,0,0,1,3750000
"611","7788747","1","1","1",1,0,0,1,152166.66667
"612","7788748","1","1","1",2,1,0,0,1700000
"613","7788749","1","1","1",2,0,0,1,1950000
"614","7788750","1","1","1",2,0,0,0,1783333.3333
"615","7788751","1","1","1",2,1,0,0,5251000
"616","7788752","1","1","1",2,0,0,1,1700000
"617","7788753","1","1","1",1,0,0,1,494166.66667
"618","7788754","1","1","1",2,0,0,1,2121333.3333
"619","7788756","1","1","1",1,0,0,0,1555000
"620","7788756","2","1","2",1,0,0,0,810833.33333
"621","7788757","1","1","1",2,0,0,1,5e+06
"622","7788760","1","1","1",2,1,0,1,370000
"623","7788761","1","1","1",2,0,1,0,3050000
"624","7788763","1","1","1",2,0,0,1,2671666.6667
"625","7788764","1","1","1",1,1,0,1,2220000
"626","7788766","1","1","1",2,0,0,0,3e+06
"627","7788767","1","1","1",2,0,0,0,3234000
"628","7788768","1","1","1",1,0,0,1,2400000
"629","7788769","1","1","1",1,0,0,1,1057500
"630","7788770","1","1","1",2,0,0,1,4520000
"631","7788771","1","1","1",1,0,0,0,6e+05
"632","7788773","1","1","1",2,0,0,1,2500000
"633","7788774","1","1","1",2,0,0,0,500666.66667
"634","7788775","1","1","1",2,1,0,0,790000
"635","7788776","1","1","1",1,0,0,1,1566666.6667
"636","7788778","1","1","1",2,0,0,1,2648333.3333
"637","7788779","1","1","1",1,0,0,1,1866666.6667
"638","7788780","1","1","1",2,0,0,1,1419166.6667
"639","7788781","1","1","1",2,1,1,1,17875000
"640","7788782","1","1","1",2,0,0,1,2833333.3333
"641","7788783","1","1","1",2,0,0,0,2e+06
"642","7788784","1","1","1",2,0,0,1,1562500
"643","7788785","1","1","1",2,0,0,0,1e+06
"644","7788787","1","1","1",2,0,1,1,4580000
"645","7788788","1","1","1",2,0,0,1,550000
"646","7788789","1","1","1",2,0,0,1,1791666.6667
"647","7788791","1","1","1",2,0,0,1,1900000
"648","7788792","1","1","1",1,0,0,1,1041666.6667
"649","7788794","1","1","1",2,0,1,1,2070000
"650","7788795","1","1","1",1,1,0,1,3e+05
"651","7788796","1","1","1",2,0,0,1,2613333.3333
"652","7788797","1","1","1",1,1,1,1,1898333.3333
"653","7788798","1","1","1",1,0,0,0,985000
"654","7788798","2","1","2",1,0,0,0,550000
"655","7788799","1","1","1",2,0,1,1,2700000
"656","7788801","1","1","1",2,0,0,1,666666.66667
"657","7788803","1","1","1",2,0,0,1,1850000
"658","7788804","1","1","1",2,0,0,1,450833.33333
"659","7788805","1","1","1",2,0,0,1,960000
"660","7788807","1","1","1",2,0,1,1,1500000
"661","7788809","1","1","1",2,0,0,1,1195833.3333
"662","7788811","1","1","1",1,0,0,0,1166666.6667
"663","7788812","1","1","1",1,0,0,1,355000
"664","7788813","1","1","1",2,0,0,1,1400000
"665","7788814","1","1","1",2,0,0,1,870833.33333
"666","7788816","1","1","1",1,0,0,1,388333.33333
"667","7788817","1","1","1",1,0,0,1,1130000
"668","7788818","1","1","1",2,0,0,1,1450000
"669","7788819","1","1","1",1,0,0,1,83333.333333
"670","7788821","1","1","1",2,0,0,1,1016666.6667
"671","7788822","1","1","1",1,0,0,1,970000
"672","7788824","1","1","1",2,0,0,1,5e+05
"673","7788825","1","1","1",1,0,0,1,3e+05
"674","7788826","1","1","1",2,0,0,1,4316666.6667
"675","7788827","1","1","1",1,0,0,1,6e+05
"676","7788828","1","1","1",2,0,0,1,3970000
"677","7788829","1","1","1",1,0,0,0,268333.33333
"678","7788830","1","1","1",2,0,0,0,2900000
"679","7788831","1","1","1",2,0,0,1,1296666.6667
"680","7788833","1","1","1",2,0,0,0,1233333.3333
"681","7788834","1","1","1",2,0,0,0,3004000
"682","7788835","1","1","1",2,0,0,1,2561666.6667
"683","7788836","1","1","1",1,0,0,1,713333.33333
"684","7788837","1","1","1",2,0,0,1,2200000
"685","7788838","1","1","1",1,0,0,1,226250
"686","7788839","1","1","1",2,0,0,1,4e+06
"687","7788840","1","1","1",1,0,0,1,691666.66667
"688","7788841","1","1","1",1,0,0,1,2831333.3333
"689","7788843","1","1","1",1,0,0,1,483333.33333
"690","7788845","1","1","1",1,0,0,1,725000
"691","7788846","1","1","1",1,0,0,1,1e+06
"692","7788847","1","1","1",2,0,0,0,1600000
"693","7788849","1","1","1",1,0,0,1,1117000
"694","7788850","1","1","1",1,0,0,1,445000
"695","7788851","1","1","1",1,0,0,1,354166.66667
"696","7788853","1","1","1",2,0,0,1,5e+05
"697","7788854","1","1","1",1,1,0,1,692500
"698","7788855","1","1","1",2,0,0,0,8e+05
"699","7788856","1","1","1",2,0,0,1,1800000
"700","7788859","1","1","1",2,0,0,1,1683333.3333
"701","7788860","1","1","1",1,0,0,1,3e+05
"702","7788861","1","1","1",1,0,0,1,1050000
"703","7788863","1","1","1",2,0,0,1,2767000
"704","7788864","1","1","1",2,0,0,1,3075000
"705","7788865","1","1","1",1,0,0,1,2500000
"706","7788866","1","1","1",2,0,0,1,2880000
"707","7788867","1","1","1",1,0,0,1,1248000
"708","7788868","1","1","1",2,0,0,0,1550000
"709","7788869","1","1","1",1,0,0,1,2083333.3333
"710","7788870","1","1","1",1,0,0,1,1300000
"711","7788871","1","1","1",1,0,0,1,3846666.6667
"712","7788872","1","1","1",1,0,0,1,1700000
"713","7788874","1","1","1",2,0,0,1,3400000
"714","7788875","1","1","1",1,0,0,0,271666.66667
"715","7788876","1","1","1",2,0,0,1,2150333.3333
"716","7788877","1","1","1",1,0,0,1,1260000
"717","7788878","1","1","1",1,0,0,1,183333.33333
"718","7788879","1","1","1",2,1,0,1,2377666.6667
"719","7788881","1","1","1",1,0,0,1,150000
"720","7788882","1","1","1",1,0,0,1,1615000
"721","7788883","1","1","1",2,0,0,1,1337500
"722","7788885","1","1","1",1,0,0,0,1920000
"723","7788886","1","1","1",1,0,0,1,1001666.6667
"724","7788887","1","1","1",1,0,0,0,9e+05
"725","7788888","1","1","1",1,0,0,1,2222500
"726","7788889","1","1","1",2,0,0,1,6500000
"727","7788891","1","1","1",2,0,0,1,1395000
"728","7788892","1","1","1",1,0,0,1,1300000
"729","7788893","1","1","1",1,0,0,1,1050000
"730","7788896","1","1","1",2,0,0,1,1637500
"731","7788897","1","1","1",2,0,0,1,2500000
"732","7788898","1","1","1",2,0,0,1,563333.33333
"733","7788899","1","1","1",1,0,0,1,5e+05
"734","7788900","1","1","1",2,0,1,1,2316666.6667
"735","7788902","1","1","1",2,0,0,1,1360000
"736","7788903","1","1","1",2,0,0,1,5355505.3333
"737","7788904","1","1","1",2,0,0,0,3896333.3333
"738","7788906","1","1","1",1,0,0,0,608333.33333
"739","7788908","1","1","1",2,0,0,1,2141666.6667
"740","7788909","1","1","1",1,0,0,1,486083.33333
"741","7788910","1","1","1",1,0,0,1,1025000
"742","7788911","1","1","1",1,0,0,1,516666.66667
"743","7788913","1","1","1",2,0,0,0,980000
"744","7788914","1","1","1",1,0,0,1,1596666.6667
"745","7788915","1","1","1",3,0,1,0,1973333.3333
"746","7788916","1","1","1",1,0,0,1,590000
"747","7788917","1","1","1",2,1,0,1,1900333.3333
"748","7788918","1","1","1",1,0,0,0,492500
"749","7788919","1","1","1",1,0,0,0,3e+05
"750","7788920","1","1","1",2,0,0,1,2688666.6667
"751","7788921","1","1","1",1,1,0,1,630000
"752","7788922","1","1","1",2,0,0,1,2001833.3333
"753","7788923","1","1","1",1,0,0,1,416666.66667
"754","7788925","1","1","1",1,0,0,1,840000
"755","7788926","1","1","1",2,0,0,1,980000
"756","7788927","1","1","1",2,1,0,1,3363333.3333
"757","7788928","1","1","1",2,0,0,1,1e+06
"758","7788929","1","1","1",2,0,0,0,2225000
"759","7788930","1","1","1",2,1,0,1,1090000
"760","7788931","1","1","1",1,0,0,1,575000
"761","7788932","1","1","1",1,0,0,1,1e+06
"762","7788934","1","1","1",1,0,0,0,1e+05
"763","7788936","1","1","1",1,0,0,0,750000
"764","7788939","1","1","1",2,0,0,0,1239000
"765","7788940","1","1","1",1,0,0,1,916666.66667
"766","7788942","1","1","1",2,0,0,1,2860000
"767","7788944","1","1","1",2,0,0,0,735000
"768","7788945","1","1","1",1,0,0,0,340000
"769","7788946","1","1","1",1,1,0,1,2780000
"770","7788947","1","1","1",2,0,0,1,1551000
"771","7788948","1","1","1",1,0,0,0,480000
"772","7788949","1","1","1",1,0,0,1,1015000
"773","7788950","1","1","1",1,0,0,0,999333.33333
"774","7788952","1","1","1",1,0,0,0,246666.66667
"775","7788953","1","1","1",2,0,0,1,2958000
"776","7788954","1","1","1",2,0,0,1,1053333.3333
"777","7788956","1","1","1",1,0,0,1,4e+05
"778","7788957","1","1","1",2,0,0,0,1041666.6667
"779","7788960","1","1","1",1,0,0,1,1166666.6667
"780","7788961","1","1","1",1,0,0,1,3628333.3333
"781","7788962","1","1","1",2,1,0,0,4115333.3333
"782","7788963","1","1","1",1,0,0,0,2112833.3333
"783","7788964","1","1","1",1,0,0,1,420000
"784","7788965","1","1","1",1,0,0,1,75000
"785","7788967","1","1","1",2,0,0,0,2112000
"786","7788968","1","1","1",1,0,0,1,7e+05
"787","7788970","1","1","1",2,0,0,1,2580000
"788","7788972","1","1","1",3,0,0,1,4108333.3333
"789","7788974","1","1","1",2,0,0,1,2130000
"790","7788975","1","1","1",2,1,0,1,1160000
"791","7788976","1","1","1",2,1,1,1,4550000
"792","7788977","1","1","1",1,0,1,0,3050000
"793","7788978","1","1","1",1,0,0,0,1175000
"794","7788980","1","1","1",2,0,0,1,1030000
"795","7788981","1","1","1",1,0,0,0,301666.66667
"796","7788982","1","1","1",2,0,0,1,750000
"797","7788983","1","1","1",1,0,0,1,1e+05
"798","7788984","1","1","1",1,0,0,0,6e+05
"799","7788985","1","1","1",1,0,0,1,8e+05
"800","7788986","1","1","1",1,0,0,1,1180000
"801","7788987","1","1","1",2,0,1,1,1500000
"802","7788988","1","1","1",1,0,1,1,1450000
"803","7788989","1","1","1",1,0,0,1,688333.33333
"804","7788990","1","1","1",2,0,0,1,4e+06
"805","7788993","1","1","1",1,0,0,1,570000
"806","7788994","1","1","1",1,0,0,1,2312500
"807","7788995","1","1","1",1,0,0,1,950000
"808","7788996","1","1","1",2,0,0,1,1542172
"809","7788997","1","1","1",2,0,0,1,1880000
"810","7788998","1","1","1",1,0,0,0,7e+05
"811","7788999","1","1","1",2,1,0,1,2e+05
"812","7789001","1","1","1",1,0,0,1,970000
"813","7789002","1","1","1",1,0,1,0,2311666.6667
"814","7789004","1","1","1",1,0,0,1,730000
"815","7789005","1","1","1",1,1,0,1,310000
"816","7789008","1","1","1",1,0,0,0,2117166.6667
"817","7789009","1","1","1",1,0,0,1,650000
"818","7789010","1","1","1",2,0,0,1,8e+05
"819","7789012","1","1","1",1,0,0,1,1400000
"820","7789013","1","1","1",1,0,0,1,1633333.3333
"821","7789014","1","1","1",1,0,0,1,1233333.3333
"822","7789015","1","1","1",1,0,0,1,213333.33333
"823","7789017","1","1","1",2,0,0,1,4466666.6667
"824","7789018","1","1","1",1,0,0,1,154166.66667
"825","7789019","1","1","1",2,0,0,1,1200000
"826","7789020","1","1","1",2,1,1,1,2883333.3333
"827","7789021","1","1","1",1,0,1,0,1461666.6667
"828","7789022","1","1","1",1,0,0,1,1910833.3333
"829","7789023","1","1","1",2,0,0,1,1443333.3333
"830","7789025","1","1","1",1,0,0,1,1240000
"831","7789026","1","1","1",2,0,0,0,4915000
"832","7789027","1","1","1",1,0,0,0,1025000
"833","7789028","1","1","1",2,0,0,1,930000
"834","7789031","1","1","1",1,0,0,0,780000
"835","7789034","1","1","1",1,0,0,1,580000
"836","7789035","1","1","1",1,0,0,1,3e+05
"837","7789036","1","1","1",1,0,0,1,1533666.6667
"838","7789037","1","1","1",2,0,0,0,2316666.6667
"839","7789038","1","1","1",2,0,0,1,1e+06
"840","7789043","1","1","1",1,0,0,1,525000
"841","7789044","1","1","1",1,0,0,1,835000
"842","7789045","1","1","1",2,0,0,1,1487500
"843","7789046","1","1","1",1,0,0,0,536666.66667
"844","7789047","1","1","1",1,0,0,1,229166.66667
"845","7789048","1","1","1",1,0,0,1,1200000
"846","7789049","1","1","1",1,0,0,0,1080833.3333
"847","7789050","1","1","1",2,0,0,1,1797500
"848","7789051","1","1","1",2,0,0,1,2031666.6667
"849","7789052","1","1","1",2,1,0,1,2330000
"850","7789054","1","1","1",1,0,0,0,792500
"851","7789055","1","1","1",2,0,0,1,1087916.6667
"852","7789056","1","1","1",2,0,0,1,930000
"853","7789057","1","1","1",2,0,0,1,1500000
"854","7789058","1","1","1",1,0,0,0,1164666.6667
"855","7789059","1","1","1",2,0,1,1,3885000
"856","7789060","1","1","1",1,0,0,1,728340
"857","7789062","1","1","1",2,1,0,1,1730000
"858","7789064","1","1","1",1,0,0,1,1725000
"859","7789065","1","1","1",1,0,0,1,625000
"860","7789066","1","1","1",1,1,0,1,1100000
"861","7789068","1","1","1",2,0,0,0,925000
"862","7789069","1","1","1",2,0,0,1,375000
"863","7789070","1","1","1",1,0,0,1,2681666.6667
"864","7789071","1","1","1",1,0,0,1,1200000
"865","7789072","1","1","1",1,0,0,1,925000
"866","7789073","1","1","1",1,0,0,1,536666.66667
"867","7789074","1","1","1",1,0,0,1,823000
"868","7789076","1","1","1",2,0,0,1,1500000
"869","7789080","1","1","1",1,0,0,1,633333.33333
"870","7789083","1","1","1",2,1,0,0,2630000
"871","7789084","1","1","1",2,0,0,1,1500000
"872","7789085","1","1","1",1,0,0,1,2590505.3333
"873","7789086","1","1","1",1,1,0,1,425000
"874","7789089","1","1","1",2,0,0,1,7e+05
"875","7789090","1","1","1",2,0,0,0,4329947.6667
"876","7789092","1","1","1",1,0,0,1,1568333.3333
"877","7789094","1","1","1",2,0,0,1,7e+05
"878","7789096","1","1","1",2,0,0,1,1500000
"879","7789097","1","1","1",1,0,0,1,810000
"880","7789098","1","1","1",2,1,1,1,4815000
"881","7789100","1","1","1",1,0,0,1,1045000
"882","7789101","1","1","1",1,0,0,1,1141666.6667
"883","7789102","1","1","1",2,0,0,1,1300000
"884","7789104","1","1","1",1,0,0,1,795000
"885","7789105","1","1","1",2,0,0,1,1451427.1667
"886","7789106","1","1","1",1,1,0,0,1e+06
"887","7789107","1","1","1",2,0,0,1,764166.66667
"888","7789108","1","1","1",3,0,1,1,9616666.6667
"889","7789110","1","1","1",1,0,0,0,5e+05
"890","7789111","1","1","1",1,0,0,1,1652500
"891","7789113","1","1","1",2,0,0,1,2154000
"892","7789114","1","1","1",1,0,0,1,303333.33333
"893","7789117","1","1","1",2,0,0,1,4e+05
"894","7789118","1","1","1",1,1,0,1,956666.66667
"895","7789120","1","1","1",2,0,1,1,7108333.3333
"896","7789122","1","1","1",2,1,0,1,7741666.6667
"897","7789123","1","1","1",1,0,0,1,688333.33333
"898","7789125","1","1","1",1,1,0,1,1227500
"899","7789126","1","1","1",2,0,0,1,1583333.3333
"900","7789129","1","1","1",3,0,0,0,9483333.3333
"901","7789130","1","1","1",1,0,0,0,193500
"902","7789131","1","1","1",2,0,0,1,8600000
"903","7789135","1","1","1",2,0,0,1,368333.33333
"904","7789137","1","1","1",2,0,0,1,1500000
"905","7789138","1","1","1",1,0,0,1,1287500
"906","7789140","1","1","1",2,0,0,0,1783333.3333
"907","7789141","1","1","1",1,0,0,1,6e+05
"908","7789143","1","1","1",2,0,0,1,1643333.3333
"909","7789144","1","1","1",1,0,0,0,373333.33333
"910","7789145","1","1","1",2,0,0,0,780000
"911","7789146","1","1","1",1,0,0,1,2973333.3333
"912","7789148","1","1","1",1,0,0,1,1087000
"913","7789149","1","1","1",1,0,0,1,9e+05
"914","7789150","1","1","1",1,0,0,1,195833.33333
"915","7789151","1","1","1",1,0,0,1,531666.66667
"916","7789152","1","1","1",1,0,0,1,458333.33333
"917","7789154","1","1","1",1,0,0,1,660000
"918","7789155","1","1","1",1,0,0,1,3360000
"919","7789158","1","1","1",1,0,0,1,1700000
"920","7789159","1","1","1",1,0,0,1,8e+05
"921","7789162","1","1","1",1,0,0,1,1200000
"922","7789165","1","1","1",2,0,0,0,1200000
"923","7789167","1","1","1",2,1,0,1,2350000
"924","7789170","1","1","1",2,0,0,0,2350000
"925","7789171","1","1","1",2,0,0,1,840000
"926","7789172","1","1","1",2,0,0,0,1200000
"927","7789173","1","1","1",2,0,0,1,1616555.25
"928","7789174","1","1","1",1,0,0,1,1995000
"929","7789175","1","1","1",1,0,0,1,216666.66667
"930","7789180","1","1","1",2,0,0,1,3500000
"931","7789182","1","1","1",2,0,0,0,7e+05
"932","7789184","1","1","1",2,0,0,1,406666.66667
"933","7789186","1","1","1",2,0,0,0,1624666.6667
"934","7789187","1","1","1",2,0,0,1,935000
"935","7789188","1","1","1",1,0,0,1,1554166.6667
"936","7789189","1","1","1",2,0,0,1,450000
"937","7789192","1","1","1",2,0,0,1,855000
"938","7789193","1","1","1",2,0,0,0,1594000
"939","7789194","1","1","1",2,0,0,1,1325000
"940","7789195","1","1","1",1,0,0,1,1741666.6667
"941","7789196","1","1","1",2,0,0,1,1075000
"942","7789197","1","1","1",2,0,0,1,2423333.3333
"943","7789198","1","1","1",1,0,0,1,797500
"944","7789200","1","1","1",1,0,0,1,411666.66667
"945","7789201","1","1","1",1,0,0,1,7e+05
"946","7789203","1","1","1",2,1,0,1,1200000
"947","7789205","1","1","1",2,0,0,0,1900000
"948","7789209","1","1","1",2,0,0,1,550000
"949","7789211","1","1","1",1,1,0,1,3633333.3333
"950","7789212","1","1","1",1,0,0,1,567500
"951","7789214","1","1","1",1,0,0,1,550000
"952","7789215","1","1","1",1,0,0,1,966666.66667
"953","7789216","1","1","1",1,0,0,0,1550000
"954","7789218","1","1","1",2,0,0,1,1200000
"955","7789219","1","1","1",1,0,0,1,605000
"956","7789221","1","1","1",2,0,0,0,9e+05
"957","7789223","1","1","1",1,0,0,1,581666.66667
"958","7789224","1","1","1",1,0,0,0,416666.66667
"959","7789226","1","1","1",1,0,0,1,850000
"960","7789227","1","1","1",1,0,0,1,1267000
"961","7789228","1","1","1",1,0,0,1,1026666.6667
"962","7789228","2","1","2",1,0,0,0,426666.66667
"963","7789230","1","1","1",1,0,0,1,376666.66667
"964","7789231","1","1","1",1,1,0,1,1542172
"965","7789232","1","1","1",1,0,0,1,1570000
"966","7789233","1","1","1",1,0,0,1,5e+05
"967","7789235","1","1","1",1,0,0,1,513333.33333
"968","7789236","1","1","1",1,0,0,1,250000
"969","7789237","1","1","1",2,0,0,1,875000
"970","7789238","1","1","1",2,0,0,0,9093333.3333
"971","7789239","1","1","1",1,0,0,1,7e+05
"972","7789241","1","1","1",1,0,0,0,826666.66667
"973","7789242","1","1","1",2,0,0,1,4e+05
"974","7789244","1","1","1",1,0,1,1,5e+05
"975","7789245","1","1","1",1,0,0,0,2117000
"976","7789247","1","1","1",2,1,0,1,3075000
"977","7789248","1","1","1",1,0,0,1,1220333.3333
"978","7789254","1","1","1",1,0,0,1,570000
"979","7789255","1","1","1",1,1,0,1,2085000
"980","7789257","1","1","1",2,0,0,0,1890000
"981","7789263","1","1","1",1,0,0,1,748333.33333
"982","7789264","1","1","1",2,0,1,1,2708333.3333
"983","7789266","1","1","1",2,0,0,1,1300000
"984","7789267","1","1","1",2,0,0,1,940000
"985","7789269","1","1","1",2,0,0,0,3850000
"986","7789270","1","1","1",1,0,0,1,8e+05
"987","7789271","1","1","1",3,0,0,1,1820833.3333
"988","7789272","1","1","1",1,0,0,1,2083333.3333
"989","7789273","1","1","1",1,0,1,1,3e+06
"990","7789274","1","1","1",2,0,0,0,1308333.3333
"991","7789275","1","1","1",2,0,0,0,950000
